,filename,ed,lo,lo2,lo3,lo4,ph,rm
0,A_001.wav,3.4453125,-34.134712,-34.071427103596434,-36.33351726511898,0.015251907,171.82984256532782,-0.031154201606470713
1,A_002.wav,1.7356738035264485,-31.796625,-29.14627129530811,-31.01605827320278,0.028131772,191.2299533347702,0.43429182099063235
2,A_003.wav,2.0369246199324325,-27.05735,-14.305672322396385,-14.453942212746309,0.18936639,168.67737459535056,-0.13760360002771865
3,A_004.wav,1.2146935096153848,-31.952377,-26.903041780281455,-30.055947473266073,0.031419743,467.79413873302326,0.050289683622084566
4,A_005.wav,4.855526194852942,-42.063667,-26.29379486686712,-30.771834912742364,0.028933985,259.9896567667053,-0.3538987218865384
5,A_006.wav,6.936176006610577,-22.891996,-18.06566266086416,-21.36924681376504,0.08541569,429.7981220277572,-0.17668195768738704
6,A_007.wav,3.3128004807692313,-23.183525,-40.25670079737896,-40.68919391754054,0.009237199,342.7508750712987,0.49919172196975214
7,A_008.wav,6.0068982712765955,-19.940393,-35.774752079938466,-35.908964786580775,0.016015915,334.0729516050056,-0.3951073499791429
8,A_009.wav,1.6715271832191783,-31.151056,-11.855649341842435,-13.45043623255792,0.21255836,339.2065671631337,-0.36774175862650227
9,A_010.wav,5.459121919014084,-23.173594,-21.351117786777657,-22.534673788178416,0.07469066,171.27424677799854,0.16891345228530508
10,A_011.wav,4.785156250000001,-35.595745,-23.050415151510858,-26.434160422320765,0.04767514,526.2409730000002,0.4693721542731489
11,A_012.wav,3.6914062500000004,-34.71269,-28.97519640657243,-30.22997750883322,0.030796483,155.40302122178034,-0.1591652915217599
12,A_013.wav,4.444199170761671,-30.596779,-18.507517161789572,-19.507167446867207,0.105838,156.25996573128347,-0.5811131945281471
13,A_014.wav,0.21214978448275862,-31.533138,-31.853392807114858,-34.073927384765256,0.019783523,362.48268699753424,0.459052073706397
14,A_015.wav,17.226562500000043,-29.51778,-22.43733504388877,-25.6051170886246,0.052449837,342.2509627771451,-0.13413243794625274
15,A_016.wav,1.7269736842105263,-47.8117,-33.84450622448623,-41.55154795918608,0.008364165,481.05781689097796,0.1990234064508791
16,A_017.wav,4.707258357558139,-35.614254,-31.829408300410446,-34.752207778308815,0.01829741,301.01237914452787,0.05079114248324937
17,A_018.wav,4.22219669117647,-29.550936,-23.502826582040587,-25.413819342520693,0.053617805,320.9558366897054,0.03455926608253622
18,A_019.wav,0.7352801067073171,-50.70659,-25.23079280479494,-32.525773843753875,0.023643475,460.3345546743877,0.22258934982218948
19,A_020.wav,inf,-46.929504,-29.415787252486137,-33.634779721999315,0.02080947,318.32070770076547,-0.018741868115560487
20,A_021.wav,0.42852145522388063,-35.66484,-26.006126647679285,-29.83038438203991,0.032246366,391.04568495085675,0.15426222763238417
21,A_022.wav,0.8282001201923076,-26.113625,-25.736662726333506,-26.389951503808454,0.047918413,174.476232687408,0.05986576865058704
22,A_023.wav,3.5800924511002443,-27.666576,-20.97048523906165,-22.355806296993062,0.076244704,277.2359209168077,0.3865263072665454
23,A_024.wav,0.285207988410596,-36.49363,-22.237653861964713,-26.65073267677372,0.046501115,396.32820070269656,-0.38126720882435067
24,A_025.wav,3.515625,-25.791374,-22.267103644587934,-23.783045722727167,0.06469157,277.70422531829365,0.3325724877969474
25,B_001.wav,4.27535752118644,-42.742382,-24.867038831334302,-28.711593885701994,0.036679238,204.57006623740492,0.10728068076091112
26,B_002.wav,0.6994543938515082,-27.743416,-39.2796836493903,-41.156863450424325,0.008752998,322.6399509101534,-0.23640714723353415
27,B_003.wav,0.6037346670560748,-34.274708,-29.77414912739057,-31.791915191726005,0.025727894,314.9560965124897,-0.05395024166384452
28,B_004.wav,2.60692531779661,-31.1223,-21.902154123461795,-23.608260474332425,0.06600654,275.2505193418011,0.04764322532785435
29,B_005.wav,5.197669719827586,-27.704874,-15.960237929999945,-17.48585342331306,0.13356951,220.94897311898148,0.10148274010892779
30,B_006.wav,1.2433870570866141,-36.10067,-26.238819391421767,-29.4874183900054,0.0335451,268.9412632399002,0.24492910405906984
31,B_007.wav,0.8992985063805106,-27.444988,-40.16104582470225,-42.50384897940439,0.00749562,450.3720175643729,-0.051832499713845695
32,B_008.wav,0.9286556603773586,-32.553734,-24.0293568884638,-29.237448205183064,0.034524515,532.5513516596583,-0.11086129109490638
33,B_009.wav,1.3892389112903225,-57.05876,-20.03753157144314,-28.212024177532058,0.038850695,331.1920855456842,-0.1593847323592884
34,B_010.wav,0.49961028132250584,-43.062534,-29.845944326998254,-34.93133489714967,0.01792393,345.51541645883026,-0.14589018638140175
35,B_011.wav,3.394396551724138,-28.527338,-25.441397246370244,-26.871066657194138,0.045336362,210.83019854226998,0.13468185057829324
36,B_012.wav,4.458895596590909,-30.530561,-16.74828603421689,-18.151291904049522,0.123718716,224.35290985948254,-0.10467717269993575
37,B_013.wav,1.9046567874692875,-36.714565,-30.601118208495713,-33.245943431231744,0.021762202,184.60438133571876,0.4121157089302554
38,B_014.wav,0.7299390889830508,-31.600248,-7.29381844813295,-11.087415420092393,0.27901608,413.96179860031754,0.16011713708005854
39,B_015.wav,1.2708119877049182,-39.864017,-27.928022717511823,-31.565594903159166,0.026407072,320.43247820438455,-0.09519991680590352
40,B_016.wav,0.59814453125,-24.30625,-42.04140968420276,-43.07392164594779,0.0070194635,229.32687981017202,-0.10826967373926039
41,B_017.wav,3.0908904007177034,-37.890583,-26.3056440687281,-31.567462511607786,0.026401395,193.64569039073913,0.07239217870489352
42,B_018.wav,4.106576635085574,-41.384876,-24.188305349283215,-26.353267839908924,0.048121218,284.2630215061659,-0.32784795979742654
43,B_019.wav,1.572404284989858,-34.786335,-33.91503726057009,-36.31234100521097,0.015289136,341.0720692153086,0.051525719993744556
44,B_020.wav,8.20795036764706,-17.72366,-35.26105116805948,-36.45733056053073,0.01503604,377.04719973844715,-0.21871722616981967
45,B_021.wav,0.31901041666666663,-25.12496,-23.98595612619741,-25.982816088942972,0.050217975,390.7603667067618,-0.07169028614715296
46,B_022.wav,3.1787109374999996,-24.409073,-13.700563473598166,-13.953891236384617,0.20058823,182.23247356053406,-0.12291593772792342
47,B_023.wav,2.643462276214834,-31.81899,-22.88286919376299,-26.27802058166566,0.04853991,522.0695158409233,-0.3759623264969915
48,B_024.wav,3.289794921875,-28.931108,-22.70891562876369,-24.063537886768422,0.06263587,254.59325486282415,0.47020126973803456
49,B_025.wav,0.1998441125290023,-12.780542,-23.091546465321233,-23.233536723299157,0.06891649,389.696935920234,-0.20141010114666966
50,C_001.wav,2.933678899863761,-31.722248,-32.26040960479961,-34.54421364371785,0.018740851,295.44584238449823,-0.47360002719619265
51,C_002.wav,0.6994543938515082,-24.295675,-42.06195955610977,-43.071973699582394,0.007021038,229.2361177235277,-0.3172957927605016
52,C_003.wav,1.9984411252900234,-34.671253,-28.138118686209268,-30.381898056575558,0.03026252,276.98155494611433,0.15910775722927173
53,C_004.wav,2.3279138513513513,-34.434746,-17.590989323114027,-20.01434930745792,0.099834934,135.784276354595,0.23361544032268733
54,C_005.wav,6.267880721830986,-25.094446,-16.55623493709332,-17.56180000675191,0.13240671,173.12184982857784,-0.28411022341628867
55,C_006.wav,5.119782561188812,-22.430073,-21.07639502970847,-21.612610637641055,0.083055705,206.3093764211013,0.1610750795889903
56,C_007.wav,0.19984411252900233,-20.625992,-23.13674717975364,-24.364651347204532,0.06050168,342.39591790844617,-0.15342282095423249
57,C_008.wav,inf,-29.299562,-29.049680903421773,-30.96031372452091,0.028312897,337.4172676565755,-0.08521162155016866
58,C_009.wav,5.007721656976744,-27.08074,-22.183964086772445,-23.32888460417891,0.06816411,194.2754023005934,-0.04963542037054186
59,C_010.wav,3.6244005259900987,-32.70101,-23.70064438243909,-25.187667620897592,0.055032168,223.1591784885355,0.5468789312772373
60,C_011.wav,1.0308448304521278,-11.173136,-21.466161022678342,-20.927712522218048,0.089869924,413.7239169612135,-0.5731511434848214
61,C_012.wav,3.9519761029411766,-21.236628,-24.834777410731323,-25.555698740532495,0.0527491,508.2192313920989,-0.5754239941124261
62,C_013.wav,1.153564453125,-11.502178,-25.116786660928877,-25.5837060759485,0.052579287,493.0158103413201,0.06663757545668554
63,C_014.wav,0.4950161637931034,-17.006886,-30.29466052293395,-30.615413834241934,0.029459767,546.9801240375257,-0.29678270579421745
64,C_015.wav,0.7060066598360655,-12.698521,-22.99031065933822,-23.032689645629034,0.07052864,327.9654491248826,0.08251313270830678
65,C_016.wav,0.37777549342105265,-16.201351,-19.531142961437556,-19.402220823725834,0.10712454,496.3671277387446,-0.055049015212660334
66,C_017.wav,2.697895519141531,-29.035728,-18.234975026841028,-18.433405510756735,0.11976495,295.81571784435266,0.14324864949679597
67,C_018.wav,0.5995323375870069,-13.607215,-23.67729911500065,-23.12345472875696,0.069795474,342.919786159177,0.37022535247592386
68,C_019.wav,inf,-17.881147,-24.318279432232163,-24.23361763729641,0.061421316,398.7296106796505,-0.3585536420799375
69,C_020.wav,1.4961034429280398,-12.519556,-20.612558783186664,-21.22614065173369,0.08683463,451.66074620660083,-0.31133510166641315
70,C_021.wav,inf,-21.80963,-30.651264139753234,-31.00161329490274,0.028178595,318.64271413117024,-0.2509668076976436
71,C_022.wav,inf,-15.187616,-40.921614452998156,-40.97613649290034,0.008937029,444.2675649842498,0.027608574706628513
72,C_023.wav,1.139993106617647,-8.231554,-17.027399321954782,-16.248105717766606,0.15402624,385.55931195566404,0.5121375096194448
73,C_024.wav,3.5383197623239435,-20.2842,-17.414050994790188,-19.39137356938357,0.1072584,513.4517470651614,-0.18939363402911547
74,C_025.wav,inf,-19.828529357910156,-29.827272249854452,-30.22262213857116,0.030822573229670525,421.99034660886514,-0.37593649253644806
